Location,Loc2,YSW,Year,Date,Cap,MYSE,Net_events,Nets
WI,Mainland,-1,2014,21-Jul,1,2,3,7
WI,Mainland,-1,2014,22-Jul,1,4,5,12
WI,Mainland,-1,2014,23-Jul,1,1,4,9
WI,Mainland,-1,2014,24-Jul,1,3,7,14
WI,Mainland,-1,2014,25-Jul,1,1,5,10
WI,Mainland,-1,2014,26-Jul,0,0,3,6
WI,Mainland,-1,2014,27-Jul,1,1,5,10
WI,Mainland,-1,2014,28-Jul,1,1,4,8
WI,Mainland,-1,2014,29-Jul,0,0,2,4
WI,Mainland,-1,2014,30-Jul,1,4,5,10
WI,Mainland,-1,2014,31-Jul,1,3,5,10
WI,Mainland,-1,2014,1-Aug,1,1,4,9
WI,Mainland,-1,2014,2-Aug,1,3,3,6
WI,Mainland,-1,2014,5-Aug,0,0,1,3
WI,Mainland,-1,2014,7-Aug,0,0,1,3
WI,Mainland,-1,2014,13-Aug,1,4,2,6
WI,Mainland,-1,2014,14-Aug,0,0,1,3
WI,Mainland,-1,2014,18-Aug,0,0,1,2
WI,Mainland,-1,2014,26-Aug,0,0,1,3
WI,Mainland,-1,2014,3-Sep,1,1,1,3
WI,Mainland,0,2015,18-May,0,0,1,3
WI,Mainland,0,2015,20-May,1,2,1,5
WI,Mainland,0,2015,21-May,1,5,1,4
WI,Mainland,0,2015,26-May,0,0,1,1
WI,Mainland,0,2015,31-May,1,1,1,3
WI,Mainland,0,2015,1-Jun,1,2,1,3
WI,Mainland,0,2015,7-Jun,0,0,1,1
WI,Mainland,0,2015,8-Jun,1,4,1,3
WI,Mainland,0,2015,17-Jun,0,0,1,3
WI,Mainland,0,2015,18-Jun,1,2,1,3
WI,Mainland,0,2015,22-Jun,0,0,1,3
WI,Mainland,0,2015,23-Jun,0,0,1,4
WI,Mainland,0,2015,24-Jun,1,1,1,3
WI,Mainland,0,2015,25-Jun,0,0,1,3
WI,Mainland,0,2015,30-Jun,0,0,1,2
WI,Mainland,0,2015,7-Jul,1,4,2,7
WI,Mainland,0,2015,9-Jul,0,0,1,3
WI,Mainland,0,2015,10-Jul,0,0,1,2
WI,Mainland,0,2015,11-Jul,1,1,1,2
WI,Mainland,0,2015,12-Jul,1,1,1,2
WI,Mainland,0,2015,13-Jul,1,4,1,3
WI,Mainland,0,2015,14-Jul,1,2,2,10
WI,Mainland,0,2015,15-Jul,1,1,2,3
WI,Mainland,0,2015,16-Jul,1,1,1,1
WI,Mainland,0,2015,17-Jul,0,0,1,5
WI,Mainland,0,2015,18-Jul,0,0,1,4
WI,Mainland,0,2015,19-Jul,0,0,1,2
WI,Mainland,0,2015,20-Jul,1,3,2,4
WI,Mainland,0,2015,21-Jul,0,0,1,3
WI,Mainland,0,2015,22-Jul,1,2,2,4
WI,Mainland,0,2015,23-Jul,1,1,1,3
WI,Mainland,0,2015,25-Jul,1,1,1,2
WI,Mainland,0,2015,26-Jul,0,0,1,1
WI,Mainland,0,2015,27-Jul,0,0,1,2
WI,Mainland,0,2015,28-Jul,0,0,1,2
WI,Mainland,0,2015,29-Jul,1,1,1,2
WI,Mainland,0,2015,11-Aug,1,2,1,2
WI,Mainland,0,2015,27-Aug,1,2,1,2
WI,Mainland,0,2015,2-Sep,0,0,1,3
WI,Mainland,1,2016,16-May,1,6,1,3
WI,Mainland,1,2016,17-May,1,2,2,4
WI,Mainland,1,2016,18-May,1,2,2,3
WI,Mainland,1,2016,19-May,1,2,2,3
WI,Mainland,1,2016,23-May,1,1,1,3
WI,Mainland,1,2016,26-May,0,0,1,2
WI,Mainland,1,2016,31-May,0,0,1,2
WI,Mainland,1,2016,1-Jun,0,0,1,2
WI,Mainland,1,2016,2-Jun,0,0,1,2
WI,Mainland,1,2016,3-Jun,0,0,1,1
WI,Mainland,1,2016,4-Jun,1,2,1,1
WI,Mainland,1,2016,5-Jun,0,0,1,2
WI,Mainland,1,2016,7-Jun,1,1,2,3
WI,Mainland,1,2016,8-Jun,0,0,1,1
WI,Mainland,1,2016,9-Jun,0,0,1,1
WI,Mainland,1,2016,12-Jun,1,1,2,2
WI,Mainland,1,2016,13-Jun,0,0,1,2
WI,Mainland,1,2016,15-Jun,0,0,1,2
WI,Mainland,1,2016,17-Jun,0,0,1,1
WI,Mainland,1,2016,18-Jun,0,0,1,1
WI,Mainland,1,2016,19-Jun,0,0,1,2
WI,Mainland,1,2016,20-Jun,0,0,1,1
WI,Mainland,1,2016,21-Jun,0,0,1,1
WI,Mainland,1,2016,23-Jun,0,0,1,2
WI,Mainland,1,2016,25-Jun,1,1,1,2
WI,Mainland,1,2016,28-Jun,1,1,1,1
WI,Mainland,1,2016,29-Jun,1,1,1,1
WI,Mainland,1,2016,30-Jun,0,0,1,2
WI,Mainland,1,2016,8-Jul,0,0,1,2
WI,Mainland,1,2016,9-Jul,1,3,1,3
WI,Mainland,1,2016,11-Jul,0,0,1,2
WI,Mainland,1,2016,12-Jul,1,4,1,2
WI,Mainland,1,2016,14-Jul,0,0,1,2
WI,Mainland,1,2016,19-Jul,0,0,1,2
WI,Mainland,1,2016,22-Jul,1,1,1,3
WI,Mainland,1,2016,24-Jul,1,1,1,3
WI,Mainland,1,2016,25-Jul,0,0,1,3
WI,Mainland,1,2016,26-Jul,1,3,1,6
WI,Mainland,1,2016,27-Jul,1,3,2,6
WI,Mainland,1,2016,28-Jul,0,0,1,3
WI,Mainland,1,2016,30-Jul,0,0,1,6
WI,Mainland,1,2016,31-Jul,0,0,1,4
WI,Mainland,1,2016,1-Aug,1,2,1,6
WI,Mainland,1,2016,2-Aug,0,0,2,8
WI,Mainland,1,2016,3-Aug,1,1,2,7
WI,Mainland,1,2016,5-Aug,0,0,1,4
WI,Mainland,1,2016,6-Aug,0,0,1,2
WI,Mainland,1,2016,15-Aug,1,1,1,2
WI,Mainland,1,2016,16-Aug,0,0,1,3
WI,Mainland,1,2016,8-Sep,0,0,1,2
WI,Mainland,2,2017,18-May,0,0,1,1
WI,Mainland,2,2017,19-May,0,0,1,1
WI,Mainland,2,2017,22-May,1,1,1,1
WI,Mainland,2,2017,24-May,0,0,1,1
WI,Mainland,2,2017,25-May,0,0,1,1
WI,Mainland,2,2017,26-May,0,0,1,1
WI,Mainland,2,2017,27-May,0,0,1,1
WI,Mainland,2,2017,28-May,0,0,1,1
WI,Mainland,2,2017,30-May,0,0,2,3
WI,Mainland,2,2017,31-May,0,0,2,3
WI,Mainland,2,2017,1-Jun,0,0,2,3
WI,Mainland,2,2017,2-Jun,0,0,2,3
WI,Mainland,2,2017,3-Jun,0,0,1,1
WI,Mainland,2,2017,6-Jun,1,1,2,3
WI,Mainland,2,2017,12-Jun,1,1,1,1
WI,Mainland,2,2017,13-Jun,0,0,2,3
WI,Mainland,2,2017,14-Jun,0,0,1,2
WI,Mainland,2,2017,15-Jun,0,0,1,1
WI,Mainland,2,2017,17-Jun,0,0,1,1
WI,Mainland,2,2017,18-Jun,1,2,1,1
WI,Mainland,2,2017,19-Jun,0,0,2,3
WI,Mainland,2,2017,20-Jun,0,0,2,3
WI,Mainland,2,2017,23-Jun,0,0,1,1
WI,Mainland,2,2017,24-Jun,0,0,1,1
WI,Mainland,2,2017,25-Jun,0,0,1,1
WI,Mainland,2,2017,26-Jun,0,0,1,1
WI,Mainland,2,2017,27-Jun,1,1,2,3
WI,Mainland,2,2017,6-Jul,1,1,1,3
WI,Mainland,2,2017,10-Jul,0,0,2,5
WI,Mainland,2,2017,11-Jul,0,0,1,3
WI,Mainland,2,2017,12-Jul,0,0,1,3
WI,Mainland,2,2017,13-Jul,0,0,2,5
WI,Mainland,2,2017,17-Jul,0,0,1,3
WI,Mainland,2,2017,19-Jul,0,0,1,4
WI,Mainland,2,2017,20-Jul,0,0,1,4
WI,Mainland,2,2017,24-Jul,0,0,1,3
WI,Mainland,2,2017,25-Jul,0,0,2,4
WI,Mainland,2,2017,26-Jul,0,0,2,5
WI,Mainland,2,2017,27-Jul,0,0,1,5
WI,Mainland,2,2017,30-Jul,0,0,1,3
WI,Mainland,2,2017,31-Jul,0,0,1,3
WI,Mainland,2,2017,1-Aug,1,2,2,6
WI,Mainland,2,2017,2-Aug,1,1,1,3
WI,Mainland,2,2017,3-Aug,0,0,1,3
WI,Mainland,2,2017,8-Aug,0,0,1,2
WI,Mainland,3,2018,28-May,0,0,1,3
WI,Mainland,3,2018,29-May,0,0,1,1
WI,Mainland,3,2018,4-Jun,0,0,1,1
WI,Mainland,3,2018,5-Jun,0,0,1,2
WI,Mainland,3,2018,25-Jun,0,0,1,2
WI,Mainland,3,2018,26-Jun,0,0,1,2
WI,Mainland,3,2018,9-Jul,0,0,2,3
WI,Mainland,3,2018,10-Jul,0,0,1,2
WI,Mainland,3,2018,17-Jul,0,0,1,2
WI,Mainland,3,2018,24-Jul,0,0,2,2
WI,Mainland,3,2018,25-Jul,0,0,1,1
WI,Mainland,3,2018,14-Aug,0,0,1,2
WI,Mainland,3,2018,21-Aug,1,1,1,2
WI,Mainland,3,2018,30-Aug,0,0,1,1
WI,Mainland,4,2019,29-May,0,0,1,2
WI,Mainland,4,2019,2-Jul,0,0,1,2
WI,Mainland,4,2019,10-Jul,0,0,1,2
WI,Mainland,4,2019,16-Jul,0,0,1,2
WI,Mainland,4,2019,13-Aug,0,0,1,2
